fd.png,2.2,0.3
hgt.png,1.2,3.5
jhg.png,3.2,0.3
sahil.png,1.2,0.3
hg.png,3.5,0.3
irfan.png,2.1,0.5
s.png,3.33,0.3
12.png,3.3,0.3
56.png,2,0.2
a.png,0.9,1.2
a1.png,0.9,1.2
a1.png,0.9,1.2
96.png,2.3,0.2
82.png,3.5,0.35
91.png,4.2,0.52
82.png,2.3,0.23
82.png,3,0.3
91.png,2.3,0.3
13.png,2.3,0.23
92.png,3,0.3
64.png,2,0.23
10.png,3.5,0.22
